Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_764b5b62	I	Let's not jump to conclusions. Stay low and close, we're going to check it out.	game/chapter1.rpy	1365	I "[what]"
chapter1_1bf44afe		She lifts her sword and leads the way down the hill.	game/chapter1.rpy	1366	"[what]"
chapter1_ac814182		We come to a stone wall and all crouch down behind it.	game/chapter1.rpy	1371	"[what]"
chapter1_eccc167e		Staying down, I find an opening in the wall, and look through.	game/chapter1.rpy	1372	"[what]"
chapter1_2e5426d5	M	I don't see anything. Laverna?	game/chapter1.rpy	1376	M "[what]"
chapter1_276dd92f		Laverna shoves me out of the way to look through the hole.	game/chapter1.rpy	1378	"[what]"
chapter1_6650628e	L	The doors are forced off their hinges.	game/chapter1.rpy	1382	L "[what]"
chapter1_7a5958f0		She adjusts her goggles.	game/chapter1.rpy	1383	"[what]"
chapter1_b868d3dd	L	Nothing is moving though.	game/chapter1.rpy	1385	L "[what]"
chapter1_7e8f05ac	I	Alright everyone. Prepare to move. Magnus you take point.	game/chapter1.rpy	1389	I "[what]"
chapter1_84db7082	M	Got it...	game/chapter1.rpy	1391	M "[what]"
chapter1_e740e099	M	I'll give the signal if it's clear.	game/chapter1.rpy	1393	M "[what]"
chapter1_f9a19582		Magnus jumps over the wall and dashes towards the bell tower.	game/chapter1.rpy	1395	"[what]"
chapter1_b914fdb8		After a few moments, he waves the rest of us over.	game/chapter1.rpy	1396	"[what]"
chapter1_ec899f3e	I	Lets go.	game/chapter1.rpy	1399	I "[what]"
chapter1_50c6354e		We all jump the stone wall and walk to the bell tower.	game/chapter1.rpy	1401	"[what]"
chapter1_a9efe4eb		Magnus leads the way inside.	game/chapter1.rpy	1402	"[what]"
chapter1_ca0da9f6	L	This must have been a school house.	game/chapter1.rpy	1408	L "[what]"
chapter1_2533cc71		Frozen mud is all over the floors.	game/chapter1.rpy	1410	"[what]"
chapter1_924f3ae1	I	This is where the Shuvur garrison was.	game/chapter1.rpy	1413	I "[what]"
chapter1_37a12d81	M	It still smells like them.	game/chapter1.rpy	1416	M "[what]"
chapter1_e734180f		Magnus spits on the floor.	game/chapter1.rpy	1417	"[what]"
chapter1_7bb18203	I	It doesn't look like anybody is here now. Let's check out the belfry and get going.	game/chapter1.rpy	1420	I "[what]"
chapter1_53443ebb		The whole interior of the building is one single room. We walk to the far side where the ceiling opens to the inside of the tower.	game/chapter1.rpy	1424	"[what]"
chapter1_26fc758c	M	Well, crap. How do we get up there?	game/chapter1.rpy	1427	M "[what]"
chapter1_a1b33010		He points to the staircase which spirals up to the belfry. It's collapsed half way up, leaving no way to get to the top of the tower.	game/chapter1.rpy	1428	"[what]"
chapter1_5ce57f28		It's ten metres straight up to the belfry. How indeed.	game/chapter1.rpy	1429	"[what]"
chapter1_c012fb1f	I	Tallara, you're up.	game/chapter1.rpy	1432	I "[what]"
chapter1_68ba5886		{i}Finally.{/i}	game/chapter1.rpy	1433	"[what]"
chapter1_22d4d5d5		Beneath my shirt, my air stone pendant becomes cold as I focus my mana through it.	game/chapter1.rpy	1435	"[what]"
chapter1_961e0d5d		Power surges out around me, stirring up the debris in this room with gusts of spontaneous wind.	game/chapter1.rpy	1437	"[what]"
chapter1_c334aa0c	M	Wait... You're actually a mage?	game/chapter1.rpy	1440	M "[what]"
chapter1_e474d79e		The firefly suit amplifies this effect, and its wings deploy.	game/chapter1.rpy	1443	"[what]"
chapter1_44e486b1		I rise from my heels, onto the tips of my toes. Then, even they leave the ground.	game/chapter1.rpy	1445	"[what]"
chapter1_a146939d	L	Woah, the Golden one is useful?	game/chapter1.rpy	1448	L "[what]"
chapter1_94dd4fcd		A small vortex follows me upward as I ascend to the top.	game/chapter1.rpy	1450	"[what]"
chapter1_d1b9fcec	M	What do you see?	game/chapter1.rpy	1453	M "[what]"
chapter1_95a5ae10	T	Just an idiot finally realizing how much he underestimated me.	game/chapter1.rpy	1455	T "[what]"
chapter1_f16f045a		At the top, I step onto a board spanning the tower. My foot tests it tenderly before I drop my full weight onto it.	game/chapter1.rpy	1458	"[what]"
chapter1_5983bbad		The faint yellow glow around my firefly suit dims as I fall back under the control of gravity.	game/chapter1.rpy	1460	"[what]"
chapter1_25d008b5	T	Okay, I'm opening the hatch.	game/chapter1.rpy	1462	T "[what]"
chapter1_a0eb1e6b		I press against the hatch in the ceiling and it opens upwards.	game/chapter1.rpy	1464	"[what]"
chapter1_7c8be543		As it does, a chunk of ice falls through and down the tower.	game/chapter1.rpy	1466	"[what]"
chapter1_34502592	T	Heads up.	game/chapter1.rpy	1468	T "[what]"
chapter1_bc75fdef		The three below step out of the way of the falling ice.	game/chapter1.rpy	1469	"[what]"
chapter1_b0cd7e1b		Turning back I climb into the belfry.	game/chapter1.rpy	1470	"[what]"
chapter1_1e8b3da2		Up top, there's no bell. Instead, a golden medallion is hanging from a cord in its place. It's flashing around in the wind.	game/chapter1.rpy	1472	"[what]"
chapter1_a0c93fc6		I call back down to Iris.	game/chapter1.rpy	1473	"[what]"
chapter1_2992536e	T	There's nobody up here. I found something though.	game/chapter1.rpy	1475	T "[what]"
chapter1_2c2b47e7		I untie the cord and take the medallion back through the hatch with me.	game/chapter1.rpy	1476	"[what]"
chapter1_fcee5ead		As I ready my firefly gear for descent, I notice a panel in the tower wall that's ajar. It looks like a door.	game/chapter1.rpy	1477	"[what]"
chapter1_26e9eec2	T	Wait, I think there's another room up here. I'm going to check it out.	game/chapter1.rpy	1479	T "[what]"
chapter1_27195023		The panel swings inward when I touch it.	game/chapter1.rpy	1480	"[what]"
chapter1_3f090cdc	T	Yeah, it's a hidden room. I'm going to take a look.	game/chapter1.rpy	1482	T "[what]"
chapter1_d292ce63		My mana radiates a subtle golden light. With it, I can see a tiny room built into the rafters of the school house.	game/chapter1.rpy	1483	"[what]"
chapter1_dfed8d5e		I walk in carefully.	game/chapter1.rpy	1484	"[what]"
chapter1_f9639907	T	Hello?	game/chapter1.rpy	1486	T "[what]"
chapter1_21904c41		There's no response. I pause a moment to take it in.	game/chapter1.rpy	1487	"[what]"
chapter1_47579741	I	Tallara, report! What do you see?	game/chapter1.rpy	1489	I "[what]"
chapter1_1e805ffe	T	It looks like an old storage room.	game/chapter1.rpy	1491	T "[what]"
chapter1_dd09f389		A military radio is setup on a table. Its antenna wire is strung through the rafters.	game/chapter1.rpy	1493	"[what]"
chapter1_75658542		There's some clothes laying around, they look Illanian.	game/chapter1.rpy	1494	"[what]"
chapter1_a0c93fc6_1		I call back down to Iris.	game/chapter1.rpy	1495	"[what]"
chapter1_3b87438e	T	I think Darkrose was living up here.	game/chapter1.rpy	1497	T "[what]"
chapter1_8bae00f7	I	In the roof?	game/chapter1.rpy	1499	I "[what]"
chapter1_a12b951a	T	Yeah, I don't think the Shuvur ever found this room.	game/chapter1.rpy	1501	T "[what]"
chapter1_85a7b2bc	M	Must have been a quiet bastard.	game/chapter1.rpy	1503	M "[what]"
chapter1_1bfee734	T	I'm coming back down.	game/chapter1.rpy	1505	T "[what]"
chapter1_ec7817c6		I reactivate my firefly gear and the airstone grows cold again.	game/chapter1.rpy	1507	"[what]"
chapter1_6ec6effa		I step out of the hidden room and into the air inside the tower.	game/chapter1.rpy	1508	"[what]"
chapter1_9a23c037		After a slight wobble, I steady myself and glide down gracefully.	game/chapter1.rpy	1510	"[what]"
chapter1_69a725b3	T	It looks like we're late to the party.	game/chapter1.rpy	1512	T "[what]"
chapter1_027f949a	T	Whoever Darkrose is, she's long gone by now.	game/chapter1.rpy	1514	T "[what]"
chapter1_8e755bc4		I take the medallion out of my pocket and show it to the others. 	game/chapter1.rpy	1516	"[what]"
chapter1_f1bfba3b	T	She left this behind though.	game/chapter1.rpy	1518	T "[what]"
chapter1_7be1c5ca	M	What is it?	game/chapter1.rpy	1521	M "[what]"
chapter1_e986e2bc	L	I dunno. What do you think, Iris?	game/chapter1.rpy	1524	L "[what]"
chapter1_7a79e134		Iris looks like she is in shock.	game/chapter1.rpy	1526	"[what]"
chapter1_47dbbd9d	L	Uh, Iris?	game/chapter1.rpy	1528	L "[what]"
chapter1_d6b8c4f2		Iris reaches into her pocket and pulls out a second medallion.	game/chapter1.rpy	1531	"[what]"
chapter1_28e14829	I	How can this be {i}here{/i}?	game/chapter1.rpy	1534	I "[what]"
chapter1_812859d5		She holds the two medallions out in front of us. They are identical.	game/chapter1.rpy	1535	"[what]"
chapter1_55042738		Our flier docks in the Erebus deployment deck. The ramp opens with a bump and Laverna stirs from her nap.	game/chapter1.rpy	1543	"[what]"
chapter1_cf5823cc		Outside, an alarm is sounding.	game/chapter1.rpy	1545	"[what]"
chapter1_2c4de042	L	Uh, what's with the alarm?	game/chapter1.rpy	1548	L "[what]"
chapter1_8b7d93f8	T	Sounds like we're on lockdown again.	game/chapter1.rpy	1550	T "[what]"
chapter1_1b26455c		Iris, who sat silently throughout the trip, storms off the ramp just as we land without a word.	game/chapter1.rpy	1551	"[what]"
chapter1_e1b2c53b	L	Iris? Where are you going?	game/chapter1.rpy	1554	L "[what]"
chapter1_d131ab71		She continues out the door, dropping her gear on the hanger floor as she goes. 	game/chapter1.rpy	1555	"[what]"
chapter1_e91f165a		I toss my parachute pack on the shelf and we run after her.	game/chapter1.rpy	1557	"[what]"
chapter1_0faea8c5		Iris is ahead. We follow a few paces behind her.	game/chapter1.rpy	1560	"[what]"
chapter1_faaf5188	Intercom	Attention: The Erebus is now on Blue Alert and the infirmary is now under full quarantine. All non-essential personnel are to remain in their berth until the all clear is given.	game/chapter1.rpy	1563	Intercom "[what]"
chapter1_01c5d62a		Iris ignores the announcement.	game/chapter1.rpy	1564	"[what]"
chapter1_4e71297c	M	She's in a hurry. Why are we going to the command center?	game/chapter1.rpy	1567	M "[what]"
chapter1_ceec6fe6		Laverna perks up.	game/chapter1.rpy	1569	"[what]"
chapter1_30d4e458	L	Yeah, we're going to stick it to the man!	game/chapter1.rpy	1571	L "[what]"
chapter1_1fa43453	T	Why?	game/chapter1.rpy	1573	T "[what]"
chapter1_d7af6c70	L	Woo, I don't know!	game/chapter1.rpy	1575	L "[what]"
chapter1_d5b43cf4		We arrive at the command center and follow Iris inside.	game/chapter1.rpy	1578	"[what]"
chapter1_89cc6953		She marches up to D'Aza's desk...	game/chapter1.rpy	1579	"[what]"
chapter1_0f07a080		...And slams the medallion down on to it.	game/chapter1.rpy	1582	"[what]"
chapter1_5376d8d5	I	Look at this.	game/chapter1.rpy	1585	I "[what]"
chapter1_7dee4a4b		D'Aza is startled. He looks up from his work.	game/chapter1.rpy	1587	"[what]"
chapter1_d9fc3d8b	D	What is this?	game/chapter1.rpy	1589	D "[what]"
chapter1_42c20816	I	Your agent Darkrose left this in Igdril for us to find. Do you recognise it?	game/chapter1.rpy	1591	I "[what]"
chapter1_e1b4bd3d		 Commander D'Aza examines the medallion.	game/chapter1.rpy	1592	"[what]"
chapter1_53ae3a28	D	Ellis...	game/chapter1.rpy	1596	D "[what]"
chapter1_641035f4	I	It was her! She's alive.	game/chapter1.rpy	1599	I "[what]"
chapter1_d812d1a7	I	We have to send out the search fliers. She has to be in this area.	game/chapter1.rpy	1602	I "[what]"
chapter1_5808fff0	D	As much as I admire your eagerness, our window of opportunity has passed.	game/chapter1.rpy	1605	D "[what]"
chapter1_3861c21b	I	What? Sir we can continue the mission, all I need is the right equipment-	game/chapter1.rpy	1608	I "[what]"
chapter1_e4844bc5	communications	Commander! The garrison at Insigli reports the Shuvur have breached the outer defenses.	game/chapter1.rpy	1610	communications "[what]"
chapter1_91c04336	D	Has it been confirmed?	game/chapter1.rpy	1613	D "[what]"
chapter1_d99b62e7	communications	Yes sir, Intelligence confirms. They are marching on towards the city.	game/chapter1.rpy	1615	communications "[what]"
chapter1_797397d3		D'Aza stands up from his desk and leans over the railing.	game/chapter1.rpy	1617	"[what]"
chapter1_1fe2344c	D	All crew prepare for rotation on my mark.	game/chapter1.rpy	1619	D "[what]"
chapter1_ec69df71	D	Steer one-seven-three. Descend one-five. Full ahead, all sails.	game/chapter1.rpy	1621	D "[what]"
chapter1_680891cb		D'Aza climbs the stairs to the command deck. Iris follows him.	game/chapter1.rpy	1623	"[what]"
chapter1_424ba9b8	I	Wait.	game/chapter1.rpy	1626	I "[what]"
chapter1_ee2cde14		He doesn't turn around.	game/chapter1.rpy	1627	"[what]"
chapter1_c99175c9	D	Iris, if Agent Darkrose really is Ellis, and that has yet to be proven, this isn't the last we will hear from her. 	game/chapter1.rpy	1630	D "[what]"
chapter1_7b8e00e4	I	Ellis is too valuable for you to leave behind. Send me back down and I'll find-	game/chapter1.rpy	1633	I "[what]"
chapter1_4ab8bd10	D	I won't spend any more of the ship's resources chasing ghosts. If Darkrose makes contact again, I will take appropriate action. Dismissed.	game/chapter1.rpy	1636	D "[what]"
chapter1_faed36ae		D'Aza turns away from Iris and begins shouting orders to the command crew.	game/chapter1.rpy	1638	"[what]"
chapter1_fd33a520		Magnus puts a hand on her shoulder.	game/chapter1.rpy	1640	"[what]"
chapter1_36813f23	M	Iris, we should go.	game/chapter1.rpy	1642	M "[what]"
chapter1_37fbdd7d		She nods and we turn back to the door. She seems to be on the edge of tears.	game/chapter1.rpy	1644	"[what]"
chapter1_b2e75ba6	T	I don't get it, who is Ellis?	game/chapter1.rpy	1648	T "[what]"
chapter1_8cc0804f	L	Ellis was a striker, one of the best.	game/chapter1.rpy	1651	L "[what]"
chapter1_2b44bd0e		Iris stops in her tracks. She must have overheard us.	game/chapter1.rpy	1653	"[what]"
chapter1_aec3a460	I	Ellis isn't just a striker... She's my sister. 	game/chapter1.rpy	1656	I "[what]"
chapter1_35b2b67c		The Erebus is still on blue alert when we get back to the berth.	game/chapter1.rpy	1664	"[what]"
chapter1_0b1ab8a9		Laverna hits the override control and the room lights up.	game/chapter1.rpy	1665	"[what]"
chapter1_8df6b1f0		I unclip the equipment from my belt, piece by piece.	game/chapter1.rpy	1666	"[what]"
chapter1_40e0079a		Iris takes a seat away from us. She hasn't said a word since we left the command center. There's a tension between us all.	game/chapter1.rpy	1667	"[what]"
chapter1_44a34044	T	Well, whoever Darkrose was, Ellis or not, if they wanted to be rescued they probably should have stayed at the rendezvous point.	game/chapter1.rpy	1669	T "[what]"
chapter1_1bf5fa72	L	We don't know what happened, Tallara. It could have been the Shuvur.	game/chapter1.rpy	1672	L "[what]"
chapter1_26e04498	T	What Shuvur? The whole village was empty.	game/chapter1.rpy	1674	T "[what]"
chapter1_cb86ec0d		I throw my gear into my locker and slam the door shut.	game/chapter1.rpy	1677	"[what]"
chapter1_db9046e5	T	I carried all that crap for nothing.	game/chapter1.rpy	1679	T "[what]"
chapter1_b704c80c	T	And D'Aza seems to know something he isn't telling us.	game/chapter1.rpy	1681	T "[what]"
chapter1_50ccab4b	M	That might have been the most apt thing you've ever said.	game/chapter1.rpy	1684	M "[what]"
chapter1_3ed91291	M	Personally, I don't trust anything D'Aza says.	game/chapter1.rpy	1687	M "[what]"
chapter1_ee04963d		Iris stands up and smoothes out her cloak.	game/chapter1.rpy	1690	"[what]"
chapter1_19757016	I	I'm frustrated with the commander too, but we still have a job to do.	game/chapter1.rpy	1692	I "[what]"
chapter1_feccef1b	I	Now, I want everyone ready for training in half an hour.	game/chapter1.rpy	1695	I "[what]"
chapter1_8e2d6125		More training? My whole body aches just thinking about it.	game/chapter1.rpy	1697	"[what]"
chapter1_ab8adb37	I	One-two draw!	game/chapter1.rpy	1705	I "[what]"
chapter1_9f547a3e		We draw our swords in unison.	game/chapter1.rpy	1707	"[what]"
chapter1_8e050687	I	Magnus, you're too slow. Do it again.	game/chapter1.rpy	1709	I "[what]"
chapter1_ed061ce4	I	One-two draw!	game/chapter1.rpy	1711	I "[what]"
chapter1_6663f7d7		We've been doing this for the past hour.	game/chapter1.rpy	1714	"[what]"
chapter1_3e2baba4		Magnus throws his sword to the floor. Iris pauses and turns Laverna and I.	game/chapter1.rpy	1716	"[what]"
chapter1_ba1fec2f	I	Hm... I think you're ready for a break.	game/chapter1.rpy	1719	I "[what]"
chapter1_b3171b3b	M	I don't see the point in this kind of training.	game/chapter1.rpy	1722	M "[what]"
chapter1_28be97b2	I	What do you mean?	game/chapter1.rpy	1725	I "[what]"
chapter1_6b80e33e	M	Insigli is a warzone, not a parade. Shouldn't we be sparring? You know, getting ready for an actual fight?	game/chapter1.rpy	1728	M "[what]"
chapter1_725e6e40	I	How do you expect to win if you can't even draw your sword in time?	game/chapter1.rpy	1731	I "[what]"
chapter1_b23bec2b	M	People draw their swords {i}before{/i} going into battle.	game/chapter1.rpy	1735	M "[what]"
chapter1_3b944590	M	Anyway, I kick ass with a crossbow.	game/chapter1.rpy	1738	M "[what]"
chapter1_f00ccc1d		Laverna puts her hand on Magnus' shoulder.	game/chapter1.rpy	1740	"[what]"
chapter1_828ed5b2	L	He has sexy battle scars to prove it too.	game/chapter1.rpy	1742	L "[what]"
chapter1_70169e53	T	If you're so good with your crossbow, why do you have scars?	game/chapter1.rpy	1744	T "[what]"
chapter1_9bbeee59	M	If we weren't doing parade drills then I'd show you.	game/chapter1.rpy	1748	M "[what]"
chapter1_68c5afa3	I	Fine. If you two really want to fight, we're going to do this properly.	game/chapter1.rpy	1753	I "[what]"
chapter1_5333f541	I	Tallara will spar with Laverna. The winner will fight Magnus, and that winner will fight me.	game/chapter1.rpy	1756	I "[what]"
chapter1_efadfd33	I	Laverna you get the first strike. Fight!	game/chapter1.rpy	1759	I "[what]"
chapter1_6ba68505	T	What? We're starting already?	game/chapter1.rpy	1762	T "[what]"
chapter1_b8620a05	L	Hyaaa!	game/chapter1.rpy	1764	L "[what]"
chapter1_6724a4d0		Before I can react, Laverna is charging at me.	game/chapter1.rpy	1765	"[what]"
chapter1_2a7b2455	T	Wait a moment.	game/chapter1.rpy	1767	T "[what]"
chapter1_898ef526		I dodge to the left, she stumbles by. When I turn around, she's already squared up.	game/chapter1.rpy	1769	"[what]"
chapter1_d80dea1d	L	Ha! You'd better watch out. I bite!	game/chapter1.rpy	1772	L "[what]"
chapter1_14b8b284	T	Yeah, so do I!	game/chapter1.rpy	1775	T "[what]"
chapter1_e93e207d		I close the distance and use my best karate strike.	game/chapter1.rpy	1776	"[what]"
chapter1_4fd0aa50	T	Hyaaa!	game/chapter1.rpy	1778	T "[what]"
chapter1_d8a4bb98		She blocks it but is knocked back.	game/chapter1.rpy	1780	"[what]"
chapter1_0633f20b		I launch a spin kick to her head.	game/chapter1.rpy	1782	"[what]"
chapter1_d4bff563	I	What the hell are you doing?	game/chapter1.rpy	1784	I "[what]"
chapter1_988cc9a3		I miss completely... Obviously. But she's so surprised she slips backwards.	game/chapter1.rpy	1786	"[what]"
chapter1_63fa153b		I pounce and pin her before she can get back up.	game/chapter1.rpy	1787	"[what]"
chapter1_2f3d947e	I	Enough. That was... A very {i}interesting{/i} fighting style.	game/chapter1.rpy	1790	I "[what]"
chapter1_1c689c39		I help Laverna up. She's the only one who looks impressed.	game/chapter1.rpy	1791	"[what]"
chapter1_c9fb1d6c	M	Alright, my turn.	game/chapter1.rpy	1797	M "[what]"
chapter1_30b27b9c		We line up in front of each other. Magnus cracks his knuckles and makes his fighting stance.	game/chapter1.rpy	1799	"[what]"
chapter1_6721fd30	I	Tallara, you get the first strike!	game/chapter1.rpy	1802	I "[what]"
chapter1_7e982beb	M	Make it count!	game/chapter1.rpy	1804	M "[what]"
chapter1_fbd1e7d5	T	Alright, here I go!	game/chapter1.rpy	1806	T "[what]"
chapter1_58554012		Magnus punchs the shit out of me.	game/chapter1.rpy	1811	"[what]"
chapter1_a2d2d258	L	Is he alive?	game/chapter1.rpy	1813	L "[what]"
chapter1_98acca34		I lay on the floor, bruised. Magnus stands over me.	game/chapter1.rpy	1814	"[what]"
chapter1_2507daba	T	I'm fine.	game/chapter1.rpy	1816	T "[what]"
chapter1_4b6ba7c0	T	I just wish my face was a little stronger.	game/chapter1.rpy	1818	T "[what]"
chapter1_fc14179f		I sit against the wall, dazed.	game/chapter1.rpy	1821	"[what]"
chapter1_86e41c31		Iris and Magnus take their positions.	game/chapter1.rpy	1822	"[what]"
chapter1_890c074e	M	I'm interested to see what you can do.	game/chapter1.rpy	1825	M "[what]"
chapter1_66fabd47	L	Magnus, you get the first strike...And begin!	game/chapter1.rpy	1828	L "[what]"
chapter1_aef11d28		Magnus throws his first punch. Iris' dodge is elegant, moving only inches out of the way.	game/chapter1.rpy	1832	"[what]"
chapter1_c74c093d		Iris' counterattack is fast. He blocks it, but she attacks again.	game/chapter1.rpy	1834	"[what]"
chapter1_a20cefa7_1		...	game/chapter1.rpy	1836	"[what]"
chapter1_50f0f063		I don't know how long they've been going at this, they can't possibly have this much stamina.	game/chapter1.rpy	1837	"[what]"
chapter1_ab69f7ca		Finally Iris gets the upper hand. She lands a glancing blow on Magnus and he stumbles back.	game/chapter1.rpy	1839	"[what]"
chapter1_9ad2dc61		Before he can recover, Iris draws her striker blade and has it pressed against his neck.	game/chapter1.rpy	1841	"[what]"
chapter1_a7d975b4		{i}When did she manage to draw her sword?{/i}	game/chapter1.rpy	1842	"[what]"
chapter1_e561261e	M	Gah...	game/chapter1.rpy	1844	M "[what]"
chapter1_60b75f9b		It happened so fast I didn't see her hands move.	game/chapter1.rpy	1845	"[what]"
chapter1_83b4526d		Magnus’ eyes drift down to the cold steel tip.	game/chapter1.rpy	1846	"[what]"
chapter1_a2e3b11b	I	You're a good fighter, Magnus.	game/chapter1.rpy	1848	I "[what]"
chapter1_2523cca2		She steps back and sheaths her sword.	game/chapter1.rpy	1851	"[what]"
chapter1_39633491		After training, we go to eat lunch. The server lady is at the counter.	game/chapter1.rpy	1858	"[what]"
chapter1_b5889aaa	T	One...bread, please.	game/chapter1.rpy	1860	T "[what]"
chapter1_8b960bef		She puts a slice of brown dry bread on my tray.	game/chapter1.rpy	1861	"[what]"
chapter1_2b007ba1	Canteen	Want protein?	game/chapter1.rpy	1862	Canteen Server "[what]"
chapter1_f22f9b89	T	Um. I'll pass this time.	game/chapter1.rpy	1864	T "[what]"
chapter1_4bcc943b		I take my tray back to the table and sit with the others.	game/chapter1.rpy	1865	"[what]"
chapter1_265931a2	T	I'm so sick of bread.	game/chapter1.rpy	1867	T "[what]"
chapter1_226cc6a3	L	This should cheer you up! I have a surprise for you all. I've been saving this for a special occasion!	game/chapter1.rpy	1870	L "[what]"
chapter1_8fe26a00		She takes out her satchel and sets it on the table.	game/chapter1.rpy	1871	"[what]"
chapter1_92506a22	T	What's the occasion?	game/chapter1.rpy	1873	T "[what]"
chapter1_f008e2d2	L	It's my birthday!	game/chapter1.rpy	1876	L "[what]"
chapter1_e53290e7		We gather around her, expectantly.	game/chapter1.rpy	1877	"[what]"
chapter1_6ef3e6b0		Laverna opens the satchel and slides out a closed dish.	game/chapter1.rpy	1878	"[what]"
chapter1_49739a31	L	Tada!	game/chapter1.rpy	1881	L "[what]"
chapter1_32565c92		She lifts the lid and the smell wafts through the room.	game/chapter1.rpy	1884	"[what]"
chapter1_23dc822e	I	How did you get this?	game/chapter1.rpy	1887	I "[what]"
chapter1_c2ea9afc		Laverna distributes portions of the stuff onto everyone's tray.	game/chapter1.rpy	1889	"[what]"
chapter1_d104e59e		I look at the brown stems in my dish.	game/chapter1.rpy	1890	"[what]"
chapter1_5f38ba3c	T	Um... What's this?	game/chapter1.rpy	1892	T "[what]"
chapter1_46e320b1	L	They're mushrooms, Tallara. You don't have to eat it. More for us that way.	game/chapter1.rpy	1895	L "[what]"
chapter1_6f1bd812	M	He doesn't know what mushrooms are.	game/chapter1.rpy	1899	M "[what]"
chapter1_d8d78e00	T	I know what mushrooms are.	game/chapter1.rpy	1901	T "[what]"
chapter1_f32c618f		Garbage, obviously.	game/chapter1.rpy	1902	"[what]"
chapter1_4353361a	M	Well, what are they then?	game/chapter1.rpy	1905	M "[what]"
chapter1_80f2d1b7	T	They're moldy leafs.	game/chapter1.rpy	1907	T "[what]"
chapter1_80671089	T	I can not begin to understand how a fungus pulled out of the dirt can be considered food by anyone's standards.	game/chapter1.rpy	1910	T "[what]"
chapter1_53ae7ee6		Laverna batts her eyes at Magnus.	game/chapter1.rpy	1911	"[what]"
chapter1_dadef5bd	L	Honey, do you want some dirty fungus? I'll feed it to you. 	game/chapter1.rpy	1917	L "[what]"
chapter1_891f3828		She waves a mushroom on her fork, imitating swooshing sounds.	game/chapter1.rpy	1918	"[what]"
chapter1_ba6d017a	M	Thanks, darling.	game/chapter1.rpy	1920	M "[what]"
chapter1_a611b41c	L	Here comes the airship!	game/chapter1.rpy	1922	L "[what]"
chapter1_6c195fc4		She flies it into his mouth.	game/chapter1.rpy	1923	"[what]"
chapter1_24767b44		Across the table, Iris is trying to suppress a chuckle.	game/chapter1.rpy	1924	"[what]"
chapter1_1641ff78	L	You're next Tallara!	game/chapter1.rpy	1927	L "[what]"
chapter1_c2d13e0c		Laverna's fork invades my bowl and steals the biggest mushroom.	game/chapter1.rpy	1929	"[what]"
chapter1_7cfc606a	T	You can have it. I wasn't going to eat it anyway.	game/chapter1.rpy	1931	T "[what]"
chapter1_22e9d83a		She stuffs her face and flips her middle finger at me.	game/chapter1.rpy	1932	"[what]"
chapter1_fd0aa4bb	M	What kind of food do you eat in Spire, anyway?	game/chapter1.rpy	1936	M "[what]"
chapter1_c7f06942	L	Clearly not mushrooms.	game/chapter1.rpy	1939	L "[what]"
chapter1_b8b776b9	M	I got that impression.	game/chapter1.rpy	1942	M "[what]"
chapter1_93f089f7	T	Normal stuff, you know. Birds, limes... Pears.	game/chapter1.rpy	1944	T "[what]"
chapter1_27079278		Magnus nudges Laverna.	game/chapter1.rpy	1945	"[what]"
chapter1_13de8d8e	M	So when it comes to the feathers, do you spit or swallow?	game/chapter1.rpy	1948	M "[what]"
chapter1_97285be7	T	You don't eat the feathers. Obviously.	game/chapter1.rpy	1951	T "[what]"
chapter1_1e214cdd	L	What about you, Iris?	game/chapter1.rpy	1953	L "[what]"
chapter1_519e07e3	I	Huh?	game/chapter1.rpy	1958	I "[what]"
chapter1_c2aa4754		She looks up, startled as if she wasn't expecting the question.	game/chapter1.rpy	1959	"[what]"
chapter1_37436379	I	I don't know, I'd probably spit.	game/chapter1.rpy	1962	I "[what]"
chapter1_58fccb3a	L	Not that! What's your favorite meal> Ya know, something your family used to eat together.	game/chapter1.rpy	1966	L "[what]"
chapter1_d17ba1e2	I	 Well, my father was a fisherman, so we always ate fish for dinner.	game/chapter1.rpy	1970	I "[what]"
chapter1_e8ed5ac7	M	Yeah, fishing on the Misty Shore is the best in all of Illania.	game/chapter1.rpy	1973	M "[what]"
chapter1_a1c2c251	M	Though that was before the war. It's all rations now.	game/chapter1.rpy	1976	M "[what]"
chapter1_a2da4e9e	I	Tallara, I know you can't appreciate the mushrooms but it's good to have a taste of home once in a while.	game/chapter1.rpy	1979	I "[what]"
chapter1_87f8c657	T	Thanks. I just wish I had a bird.	game/chapter1.rpy	1981	T "[what]"
chapter1_e7e0b424		The whole table gives me the bird.	game/chapter1.rpy	1982	"[what]"
chapter1_d68684ba		The Erebus has been en-route to Insigli for almost a week. After hours of training exercises, I'm ready to get to the ground.	game/chapter1.rpy	1990	"[what]"
chapter1_0a1d8412		It's late in the afternoon. Laverna dragged Magnus off on another of her "date night" adventures, leaving me alone in the berth.	game/chapter1.rpy	1991	"[what]"
chapter1_fff99805		I was finally enjoying some peace and quiet when Iris came by.	game/chapter1.rpy	1993	"[what]"
chapter1_a172d191	I	Tallara, can I speak with you for a moment?	game/chapter1.rpy	1996	I "[what]"
chapter1_86e09162	T	Huh? About what?	game/chapter1.rpy	1998	T "[what]"
chapter1_e010aa6a	I	Just come, let's go for a walk.	game/chapter1.rpy	2001	I "[what]"
chapter1_6df1d1a9	T	Um, okay. Sure.	game/chapter1.rpy	2003	T "[what]"
